,created_at,res,full_text,screen_name,followers_count,friends_count,retweet_count,favorite_count,Hashtag
297,Tue Mar 23 16:30:00 +0000 2021,1,"Marketing is not the art of finding clever ways to dispose of what you make. It is the art of cheating genuine customer value.
#23rdMarch2021 #23March_किसानों_के_साथ #23March #MartyrsDay #tuesdayvibe #tuesdaymotivations #BhagatSingh #Unforgotten #skillhai #DigitalMarketing #SMM https://t.co/ifiVnEvfIc",skillhai1,39,53,0,0,MartyrsDay
1711,Thu Apr 01 01:38:53 +0000 2021,0,Look at this shit #instagram #black #instagramdown #freelilnasx #さえぼう先生への二次加害に抗議します #TikTok #tiktokuncensored https://t.co/W1gi4fgkem,AALIYAH75997954,0,2,0,0,instagramdown  .
143,Fri Mar 26 10:40:19 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Chandanpani8,91,288,4882,0,GNCTDBill
2780,Thu Mar 25 16:55:31 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",srk141119,885,1660,4885,0,GNCTDBill
835,Tue Mar 23 19:31:16 +0000 2021,1,"RT @saahilmenghani: #MartyrsDay, #शहीद_दिवस at Singhu Border's #FarmersProtest site.

""Want to tell the government that we are children of…",Miss_Sheikh_,354,442,163,0,MartyrsDay
318,Wed Mar 31 06:44:07 +0000 2021,1,RT @IqraAmi40579584: Me running to Twitter to search if Instagram is down or if it’s my wifi #instagramdown https://t.co/D0XcT181J2,sheheryarnaseer,281,1318,639,0,instagramdown  .
2294,Sun Mar 21 14:42:12 +0000 2021,1,"@srivatsayb #India not only have highest Young Population.
But also highest Dumb Young population too..

#WestBengalElections2021
#AssamAssemblyPolls
#TamilNaduElections
#Assemblyelections2021",PTKR_10,161,1416,0,0,DaysOfCode.
928,Mon Mar 22 04:09:07 +0000 2021,1,"RT @UN: Our very existence depends on water. Yet, this valuable resource is becoming increasingly scarce.

On Monday's #WorldWaterDay, @UN_…",ymcayag,887,939,16,0,WorldWaterDay.
513,Sun Mar 21 16:15:07 +0000 2021,1,still not over this winter soldier flashback 🤘🏻🔥 #FalconAndTheWinterSoldier #BuckyBarnes https://t.co/JUwaDlSAXh,iiAmEndless,581,596,0,0,FalconAndTheWinterSoldier.
1379,Sun Mar 21 11:34:32 +0000 2021,1,"RT @YoYoDavySingh: If PubG was harmful for youth then how can FauG saving youth???

#SavetheYouthBanFauG",SureshAbraham5,237,1052,10,0,SavetheYouthBanFauG.
2014,Thu Mar 25 18:48:39 +0000 2021,1,"RT @YourRishbh: The #GNCTDBill was passed as per constitution written by respected Bhimrao Ambedkar ji, anyone opposing it now is Anti Ambe…",mohitmathurs,198,802,231,0,GNCTDBill
1629,Mon Mar 22 03:40:10 +0000 2021,0,"its a #JusticeLeagueTheSnyderCut all month on HBO so join us for movies reviews (2017 and 2021) plus a special #MusicVideo montage ""The Just Ice League or Just His League?""  

#ZackSnyder #ZackSnyderJusticeLeague #SnydersCut #SnyderCutJusticeLeague 

https://t.co/6hMFzdYQaO https://t.co/xRH07pofoX",WestCoastMdnitR,11175,1037,0,0,snyderscut.
2320,Thu Mar 25 17:58:37 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Redappleresiden,166,777,4885,0,GNCTDBill
788,Sun Mar 21 12:00:08 +0000 2021,1,"Happy World Poetry Day

""Poetry speaks to our common humanity and shared values, transforming the simplest of poems into a powerful catalyst for dialogue and peace."" - United Nations

👉 https://t.co/PG1y5EnZOl

#pinnockaccounting #virtualaccounts #worldpoetryday #mayaangelou https://t.co/EudUzpQryZ",PinnockAccount1,90,227,0,0,WorldPoetryDay
207,Tue Mar 23 17:02:39 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",Muhamma16398862,9,39,592,0,MartyrsDay
644,Sat Mar 20 09:12:29 +0000 2021,1,"RT @NK73584552: #Release_Uttarakhand_JE_AE_Vacancy 
#TSR_Govt_Job_Nahi_to_Vote_Nahi 
#modi_rojgar_do 
@harishrawatcmuk @anil_baluni @hindik…",AjayBist18,92,170,2,0,modirozgardo
553,Sat Mar 20 11:23:03 +0000 2021,1,"@GurnamsinghBku #FarmersProtest
#BoycottBJP
#modi_rojgar_do",AjazAja57497257,2368,4889,0,0,modirozgardo
787,Tue Mar 23 15:34:33 +0000 2021,1,"RT @Krishthefighter: Men-The Martyr's (The_शहीद)
 of
 ""Morden Indian_Marriage"" due to 
#LegalTerrorism &amp; #LegalExtortion
So Save Men, Save…",koke_satish,148,161,18,0,MartyrsDay
472,Tue Mar 23 16:36:14 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",Samiran88132696,121,135,83,0,MartyrsDay
2107,Wed Mar 31 06:45:52 +0000 2021,1,"You wanna save everyone , but who's they're for you in your time of need ? 
#wednesdaythought #WednesdayMotivation #Twiter #TheVoice #Instagram #instagramdown",Adxxrsh,11,7,0,0,instagramdown  .
2518,Thu Mar 25 17:31:21 +0000 2021,1,"@AbhishekzTweets @kishor_mrinal @igot10on10 Then why was the BJP promising full statehood for Delhi in all the past assembly elections? Another false promise? Or was that also a Jumla? Dont be an andhbhakt.

#NoVoteToBJP #BlackDayForDemocracy #GNCTDBill",MadSonofAGun,0,0,0,0,GNCTDBill
1967,Sun Mar 21 12:00:47 +0000 2021,1,RT @wienerlibrary: For #WorldPoetryDay we are sharing a collection of poems written by prisoners incarcerated in the Theresienstadt Ghetto…,genocide8020,2203,1602,1,0,WorldPoetryDay
2404,Fri Apr 02 03:54:31 +0000 2021,1,Feels so good to be in the theater again! #GodzillaVsKong,ajxrodriguezz,475,1363,0,0,godzillavskong  .
555,Fri Mar 26 05:57:38 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Shwetu2008,100,44,6861,0,GNCTDBill
503,Fri Mar 26 06:16:45 +0000 2021,1,"RT @AparBharat: While Hyper Hindus keep calling Mota Bhai was a weak man...

Mota Bhai has delivered another landmark bill #GNCTDBill

Keep…",NitinSh02657621,275,387,284,0,GNCTDBill
418,Sun Mar 21 12:06:47 +0000 2021,1,RT @AdamCSharp: Happy #WorldPoetryDay! If you ever find yourself thinking that poets are a more sophisticated breed than the ordinary perso…,NinjetteTheReal,2627,4943,51,0,WorldPoetryDay
42,Sun Mar 21 12:37:24 +0000 2021,1,"RT @Raniwara8677: #रीट_परीक्षा_आगे_करो
Reet exam July kro
@ashokgehlot51
@GovindDotasra
@UtkarshClasses
@Raniwara8677
@TheUpenYadav @1stInd…",DRChoud76754110,591,1271,77,0,modirozgardo
1837,Sun Mar 21 11:41:13 +0000 2021,1,"RT @Saro_Rules: Tag Trending More than 2 Hours Top of India Trends 😎💥

#VaathiComing100MViews 
#Master",Manikan88021796,733,1296,13,0,VaathiComing100MViews.
319,Sun Mar 21 01:04:25 +0000 2021,1,"D-38 #modi_rojgar_do
@PMOIndia @EduMinOfIndia @DrRPNishank @cbseindia29 @CMO_Odisha @Naveen_Odisha @SMEOdisha… https://t.co/28ZL4SaJHz",ManojKrSahoo,62,1519,1,0,modirozgardo
961,Sun Mar 21 11:03:37 +0000 2021,1,RT @steusmotus: Wait so #Snyderscut is a thing too? https://t.co/YCnq7zxpUF,asongofstars,21,297,5,0,snyderscut.
1919,Sun Mar 21 12:08:40 +0000 2021,1,"RT @Michael_Lambda: The Muses were the Greek goddesses of poetic inspiration. Their father was Zeus, and their mother was Mnemosyne(“Memory…",carloseb3,2307,3495,149,0,WorldPoetryDay
71,Sun Mar 21 15:37:11 +0000 2021,1,"RT @Tom95922593: God, I hope that New Gods movie gets made cause I'm really craving some action sequences with Darkseid and the female furi…",RanjiRubin,17,7,0,0,snyderscut.
579,Fri Mar 26 05:50:06 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",tariquemca,52,194,6861,0,GNCTDBill
575,Sat Mar 20 10:48:08 +0000 2021,1,साहेब कोरोना कालात राजस्थान मध्ये काँग्रेस ची सत्ता असताना नोकर भरती करू शकतात तर आपल्या महाराष्ट्रात का नाही साहेब… https://t.co/76ptNa7jq0,ASB04091,92,246,0,0,modirozgardo
1996,Sun Mar 21 11:29:14 +0000 2021,1,RT @seyzartt: No one's taking about for flash single handedly carried the movie by reviving superman and reversing the unity. #SnydersCut #…,Xerses300,16,43,0,0,snyderscut.
869,Sat Mar 20 03:40:10 +0000 2021,1,#modi_rojgar_do https://t.co/UbjMcqSjPe,mgexpress42,20,23,0,0,modirozgardo
1023,Sun Mar 21 11:41:10 +0000 2021,1,"RT @VijayFansTrends: #VaathiComing is now the fastest video of Thalapathy Vijay to cross the 100 Million Views milestone 😎 

#VaathiComing1…",itis_RK,749,304,717,0,VaathiComing100MViews.
159,Tue Mar 23 15:41:40 +0000 2021,1,"RT @TheDeshBhakt: From his thoughts on region, press, violence - to his relationship with Nehru &amp; Gandhi. (Was there a mercy petition to th…",KRISHANMOHANKR6,487,1265,355,0,MartyrsDay
1581,Tue Mar 23 17:03:24 +0000 2021,1,"RT @ankush_prashar: Holding his pictures as raising slogans of #InquilabZindabad

The #Farmers says #BhagatSingh saw 90 years back what we…",atuverma1,89,28,5,0,MartyrsDay
1158,Fri Mar 26 02:46:04 +0000 2021,1,RT @aartic02: The Power of an Elected CM of Delhi has been Transferred to this man through an Unconstitutional #GNCTDBill https://t.co/pY9m…,Candolime,315,278,106,0,GNCTDBill
750,Fri Apr 02 03:51:28 +0000 2021,1,"Back from a fun-filled couple days at @UniversalORL with my girls. And just before midnight, my spring break begins because I can finally watch #GodzillaVsKong !! https://t.co/eRnOkAC3rf",mikeavila,4004,1148,0,0,godzillavskong  .
327,Fri Mar 26 08:01:26 +0000 2021,1,"RT @dhruv_rathee: Rajya Sabha passes the #GNCTDBill 

One single person, who did not stand for any elections, is now technically the govern…",Indiaistruelove,8,27,6861,0,GNCTDBill
1061,Tue Mar 23 18:19:02 +0000 2021,1,"RT @JSPVeeraMahila: ""Bhagat Singh willed to die for the Nation.""
- Inspirational words by @JanaSenaParty Chief Sri. @PawanKalyan #शहीद_…",VinayNaidu417,74,16,160,0,MartyrsDay
1254,Fri Mar 26 02:16:22 +0000 2021,0,"Continued.....

#GNCTDBill #AAP #ModiSarkar #DelhiCapitals #DelhiGovtAmendmentBill #DelhiPogrom #DelhiPolice #DelhiLG #FarmersProtest_BharatBandh #FarmersProtest #delhigovernment #KejriwalBetrayed_Delhi #India #CAA #NRC #NPR #PMQs #reporters #federalism #Constitution #Rammandir https://t.co/702oO64SrQ",MServe2grow,1854,1401,2,2,GNCTDBill
147,Sun Mar 21 06:05:01 +0000 2021,1,"#modi_job_do 
#modi_rojgar_do 
@RaMoSirOfficial 
@DrGauravGarg4 
@MahipalRathore 
@himanshiiisingh 
@abhinaymaths https://t.co/rvynSnq9dh",modi_job_do,328,12,0,0,modirozgardo
334,Fri Mar 26 07:55:51 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",missnaazzz,47,66,4882,0,GNCTDBill
2303,Mon Mar 22 04:08:38 +0000 2021,1,RT @UltraBlessed777: @itsinspiring_ @derasachasauda @Gurmeetramrahim #WorldWaterDay unique way 👌,Simran09179538,13,3,1,0,WorldWaterDay.
816,Sun Mar 21 12:00:00 +0000 2021,1,"Happy #WorldPoetryDay! What is your favourite poem by #Gissing? Here's ""Carlyle's Statue."" #GreatGissingRevival #Carlyle #Victorian https://t.co/EK5Az5oddA",GissingGeorge,566,525,0,0,WorldPoetryDay
998,Sun Mar 21 11:41:06 +0000 2021,0,"RT @VijayFreaksOffl: Started Trending In INDIA Trends With 7K Tweets 🔥🔥

Tag : #VaathiComing100MViews

#Master #Thalapthy65 @actorvijay",Thalapathymers3,4363,2434,74,0,VaathiComing100MViews.
851,Tue Mar 23 16:51:57 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",bhabagrahi_rana,43,41,84,0,MartyrsDay
2356,Thu Mar 25 17:54:15 +0000 2021,1,"RT @ndtv: Watch | With the #GNCTDBill passed in parliament, all powers now rest with the Lieutenant Governor. BJP says it will streamline g…",AhmedIkram512,27,50,62,0,GNCTDBill
778,Sat Mar 20 05:53:16 +0000 2021,1,"@PiyushGoyal #RPF #VACANCY #RELEASE KIJIYE

AUR KITNE DIN  HUM WAIT KARE

#2SAAL HO GAYE AAPKE ANNOUNCED K… https://t.co/Tg8axf3O8D",PritiBa39249352,85,64,0,0,modirozgardo
2509,Sun Mar 21 14:44:25 +0000 2021,1,RT @AsadAToor: Big inside story of why #Pakistan approaching #India for dialogue? What is the new great game? Who is pressuring Pakistan? W…,Alibutt88884684,84,189,43,43,DaysOfCode.
2660,Thu Mar 25 17:10:37 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",AHusainAhmed786,141,896,4885,0,GNCTDBill
1088,Sun Mar 21 12:06:24 +0000 2021,1,"RT @AuschwitzMuseum: #WorldPoetryDay | ""The Garden” by Franta Bass. 

Franta was a Czech Jewish boy born in Brno on 4 September 1930, depor…",BBrusch2,535,779,835,0,WorldPoetryDay
2396,Sun Mar 21 15:58:03 +0000 2021,1,Just watched #SnydersCut and it’s full of Easter eggs &lt,mramos29,803,316,0,0,snyderscut.
606,Sat Mar 20 10:07:08 +0000 2021,1,"@PiyushGoyal @narendramodi #When #Will #Our #Dream #Come #True?

#OUT #RPF #NEW #VACANCY WHICH WAS #ANNOUNCED ON… https://t.co/8U5NtsBQeP",Surabhi45039289,107,187,0,0,modirozgardo
364,Tue Mar 23 17:34:43 +0000 2021,1,"RT @ProfSRK: Respectful Tributes and Pranams to the Greatest Freedom Warriors #BhagatSingh #Rajguru #Sukhdev on their #BalidanDivas. 
Jai H…",Vinod13101945,5958,5440,4,0,MartyrsDay
2364,Thu Mar 25 17:53:31 +0000 2021,1,"RT @imfulara: By making a law, if you think you will stop Arvind Kejriwal then you are wrong.
@narendramodi

#GNCTDBill",Rahulk_0009,268,489,58,0,GNCTDBill
1294,Fri Mar 26 02:03:40 +0000 2021,1,"RT @aartic02: I am a Proud Kejriwal Supporter ✌️ 
*AAP couldn't be Bought with Money 
*Didn't back off with Fake Fabricated Cases 
*Didn't…",whoami36342352,568,2118,152,0,GNCTDBill
2184,Wed Mar 31 05:28:38 +0000 2021,0,"RT @TopTrendsWatch: Trending Topics in Pakistan on 31-Mar-21, 02:30:05

🥇 #مریم_کا_بیانیہ_حق
🥈 #WearMask_SavePakistan
🥉 #instagramdown
4 #s…",Bilalkhokhar483,117,205,2,0,instagramdown.
1022,Sun Mar 21 11:42:52 +0000 2021,0,"RT @Theri__Sandy: Speed check 1 RT possible 🤔

#VaathiComing100MViews #Master",JudeJerome6,2740,2469,12,0,VaathiComing100MViews.
2264,Thu Apr 01 17:25:02 +0000 2021,1,"RT @OhMyMithrandir: In case anyone is wondering, #GodzillaVsKong's Jia is played by a Deaf actress, Kaylee Hottle and I hope this debut rol…",ladywhomlunch,170,351,1211,0,godzillavskong  .
923,Mon Mar 22 04:07:15 +0000 2021,1,"RT @Vedika08: @itsinspiring_ @derasachasauda @Gurmeetramrahim Save water today for a sustainable future..
#WorldWaterDay",Simran09179538,13,3,3,0,WorldWaterDay.
282,Sun Mar 21 11:05:32 +0000 2021,1,"As a big DC fan, I’m shocked that I didn’t know about the struggles behind getting #SnydersCut released and the racism @ray8fisher had to deal with from the studio. https://t.co/3vnvZEbVKF",silentballerina,46,492,0,0,snyderscut.
262,Sun Mar 21 16:10:27 +0000 2021,1,"RT @anchorbarnes: how it started                how it’s going

#FalconAndTheWinterSoldier https://t.co/vDrHkthdwg",clockworkdeviI,498,384,1049,1049,FalconAndTheWinterSoldier.
686,Sun Mar 21 14:43:09 +0000 2021,1,RT @MKG_II_0: Establishing Indian legal entity will help Indian regulators to refer all disclosures to be submitted by all such entities an…,alokdubey1408,17717,944,4,4,DaysOfCode.
587,Sat Mar 20 10:44:52 +0000 2021,1,"RT @amitroy07024355: #modi_rojgar_do 
#modi_job_do",amitroy07024355,2,44,1,0,modirozgardo
551,Tue Mar 23 17:19:59 +0000 2021,1,"RT @chetnaparmar631: Headline That Shocked The Nation !!
The Tribune Newspaper Reporting BhagatSingh, Rajguru &amp; Sukhdev's Execution In 1931…",MSK_357,666,5003,45,0,MartyrsDay
268,Sun Mar 21 11:43:05 +0000 2021,1,"#VaathiComing 
A Song Celebrated by Fans, Celebrities, Cricketers, Dancers, Kids n most importantly PEOPLE without any inhibitions ! 
@anirudhofficial gave us another one of a kind of BLOCKBUSTER SONG #VaathiComing100Mviews 

#Thalapathy65 @anirudhofficial Next Sambavam Loading )",Keerthi38656524,79,85,0,0,VaathiComing100MViews.
1909,Tue Mar 23 17:44:39 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,soter8,45,163,322,322,MartyrsDay
1463,Fri Mar 26 00:32:47 +0000 2021,1,"RT @RealNaseeruddin: The Best Joke of Century like India .. The mother of Democracy 
#GNCTDBill https://t.co/RpfoVDMRNF",NizamKham5,367,392,20,0,GNCTDBill
2376,Thu Mar 25 17:51:33 +0000 2021,1,"RT @Outlookindia: #WebExclusive | What exactly does the amendment in the #GNCTDBill mean for #Delhi, its elected government and the L-G? Al…",ni123tesh,315,163,6,0,GNCTDBill
788,Sat Mar 20 05:44:09 +0000 2021,1,"RT @SarojYa92525428: #modi_rojgar_दो Youth is the future of our country, Dear Modi ji u understand these #StopPrivatisation_SaveGovtJob #mo…",poojaka30704523,408,623,1,0,modirozgardo
806,Sat Mar 20 05:30:11 +0000 2021,1,#modi_rojgar_do,Rahul13814496,1,33,1,1,modirozgardo
1307,Sun Mar 21 11:42:56 +0000 2021,1,"RT @ThalapathyNiyas: Social Media Emperor Thalapathy @actorvijay 🔥🔥🔥

#VaathiComing100MViews #Master https://t.co/3UnXWCoEBk",itz_dinesh67,6615,1998,12,12,VaathiComing100MViews.
2101,Sun Mar 21 12:08:52 +0000 2021,1,RT @AshmoleanMuseum: These pages from one of Michelangelo's sketchbooks feature five drafts of poems dating from 1501–1505. While Michelang…,BOUDICC88003310,362,352,11,0,WorldPoetryDay
190,Tue Mar 23 16:38:47 +0000 2021,1,"RT @Yveerangnayen: Remembering and saluting our great revolutionaries on #MartyrsDay Shaheed #BhagatSingh, Shaheed #Rajguru and Shaheed #Su…",SimranT64295026,57,52,65,0,MartyrsDay
968,Sun Mar 21 16:05:09 +0000 2021,1,RT @BiF4Wrestling: Just finished #SnydersCut and I was not a fan of the 2017 Justice League but this one is incredible. Easily one of the b…,Marty__214,165,274,23,23,snyderscut.
1690,Tue Mar 23 18:47:59 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",DalaiBibhukant,3,59,92,0,MartyrsDay
240,Tue Mar 23 16:22:43 +0000 2021,1,"RT @Jksoniias: ""Revolution is an inalienable right of mankind. Freedom is an imperishable birth right of all""

Salute and respect to our br…",chief_Msn,28,14,57,0,MartyrsDay
1349,Sun Mar 21 11:41:05 +0000 2021,1,RT @logicalbrain23: This hashtag #KejriwalBetrayed_Delhi only will be meaningful if it is trended by delhites cuz only they can tell the re…,Muralik79739498,4261,1041,1,0,KejriwalBetrayed_Delhi.
1594,Sun Mar 21 11:38:47 +0000 2021,1,"RT @Prezzybox: It's World Poetry Day! 📕

We're giving one person the chance to win a Personalised Easter Toblerone Bar.🐣

To enter just tel…",debicassidy,393,3328,10,0,WorldPoetryDay
1638,Sun Mar 21 12:07:08 +0000 2021,1,"RT @AuschwitzMuseum: #WorldPoetryDay | ""The Garden” by Franta Bass. 

Franta was a Czech Jewish boy born in Brno on 4 September 1930, depor…",therealsuepetty,1400,1377,842,0,WorldPoetryDay
213,Sun Mar 21 03:25:04 +0000 2021,1,"RT @banyalakamal: @Robin92700 #modi_rojgar_do 
#modi_rojgar_दो
#no_job_no_vote 
#stop_privatisation",banyalakamal,3,12,1,0,modirozgardo
1606,Wed Mar 31 07:27:48 +0000 2021,1,RT @rishidarda: #Instagram is most likely to share your personal information with 3rd parties for advertising purposes. The app shares data…,PriyaSharma549,16,51,10,0,instagramdown  .
161,Fri Mar 26 10:21:03 +0000 2021,1,"RT @sanjeevchadha8: #GNCTDBill 
Why @ArvindKejriwal and its team want to oppose because they dont want educational model 
But #LiquorMafia…",Saffronlioness_,39494,125,6,0,GNCTDBill
971,Tue Mar 23 18:26:05 +0000 2021,0,"RT @saahilmenghani: Numbers shoot up at #FarmersProtest sites as young farmers arrive from villages on #MartyrsDay, #शहीद_दिवस.
SINGHU…",awasim04,63,122,624,0,MartyrsDay
528,Tue Mar 23 17:26:00 +0000 2021,1,"""It is easy to kill individuals but you cannot kill the ideas""
- Bhagat Singh
#BhagatSingh #InquilabZindabad #ShaheedDiwas #Rajguru #MartyrsDay #23March #bhagat_singh #Sukhdev #BhagatSinghSherePunjab",itsvijay_singh,34,21,2,0,MartyrsDay
493,Sat Mar 20 13:10:53 +0000 2021,1,"RT @Rishikumar00: OUR GOVERNMENT DIVERT ATTENTION.
OUR GOVERNMENT DESTROY YOUTHS LIFE
#बीजेपी_हिसाब_दो
#modi_rojgar_दो 
#modi_rojgar_do htt…",KunalMa28721532,2,9,21,0,modirozgardo
2147,Sun Mar 21 11:41:00 +0000 2021,0,"RT @hakkiem001: Speed Check..!! 💥

Can i get 100 RT within 10 Mins..?? 

#VaathiComing100MViews #Master #Thalapathy65 @actorvijay",Itz_Rayapaa,1050,861,3,0,VaathiComing100MViews.
698,Thu Apr 01 17:29:54 +0000 2021,1,"I watched #GodzillaVsKong and I felt like I was back in my living room as a kid watching the two greatest icons fighting, it also really felt like an extended UFC match without spoiling anything... It's all about GODZILLA... and KONG. The title delivers. #Godzilla #Kong https://t.co/8MMX54zRDN",JohnnyMovie2,95,357,0,0,godzillavskong  .
1704,Wed Mar 31 05:10:16 +0000 2021,1,RT @boyonbatmobile: #instagramdown me everytime 🤣 https://t.co/9TsST8NY5W,ani__royal007,794,1769,17,17,instagramdown  .
1483,Fri Apr 02 04:06:26 +0000 2021,1,RT @_ayeitsmike: Kong realizing there are two Godzilla’s after he wakes up from getting knocked out. #GodzillaVsKong https://t.co/wkAhWPuHAT,NovGirl91,409,825,175,175,godzillavskong  .
1718,Thu Apr 01 17:25:42 +0000 2021,1,"RT @Neb153: The cinematography of the Monsterverse

#GodzillaVsKong https://t.co/McRjmxLXJE",snackyguy,640,454,420,420,godzillavskong  .
1425,Fri Mar 26 00:59:40 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",meetumashankar,67,114,4882,0,GNCTDBill
1638,Thu Mar 25 21:05:08 +0000 2021,1,RT @aartic02: The Power of an Elected CM of Delhi has been Transferred to this man through an Unconstitutional #GNCTDBill https://t.co/pY9m…,NaamJagannath,8,84,106,0,GNCTDBill
577,Tue Mar 23 17:53:46 +0000 2021,1,RT @CartoonistSan: Old one. #MartyrsDay https://t.co/YB1GwabomT,zubair_IND,68,262,0,322,MartyrsDay
2055,Sun Mar 21 12:00:24 +0000 2021,1,In honour of #WorldPoetryDay 2021 💜 https://t.co/M1GufI1ezG,CatWalkerAuthor,1226,1718,0,0,WorldPoetryDay
1823,Tue Mar 23 17:27:03 +0000 2021,1,"RT @KIITUniversity: On the occasion of #SaheedDiwas (#MartyrsDay), #KIIT remembers the sacrifices of the 3 gallant freedom fighters - Bhag…",LenkaBraja,62,80,89,0,MartyrsDay
51,Tue Mar 23 15:27:34 +0000 2021,1,"RT @yssSamastipur: Tribute to Great &amp; brave Freedom Fighters of India.🙏

Today is the #MartyrsDay of #BhagatSingh, Sukhdev &amp; #Rajguru !

O…",sunilpardeshi99,846,1361,40,0,MartyrsDay
1472,Sun Mar 21 11:41:03 +0000 2021,0,"RT @LMKMovieManiac: #VaathiComing100MViews

Most viral &amp; popular song in recent times - 100 mil views crossed by the song video too (lyric…",achyuth_venkat,168,345,1498,0,VaathiComing100MViews.
1851,Sun Mar 21 16:02:48 +0000 2021,1,"Cyborg is the breakout character of Zack Snyder's Justice League, and it appears Snyder regrets not doing more to help set up Cyborg's film at WB.

#ZackSnydersJusticeLeague #SnydersCut #SnyderCutJusticeLeague #Cyborg https://t.co/lvTL1UFYYb",SuperHeroAcade,340,39,0,0,snyderscut.
1238,Fri Mar 26 02:19:40 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",khan_fazakkir,284,511,4882,0,GNCTDBill
24,Sun Mar 21 12:44:00 +0000 2021,1,"RT @NAYANPA36524345: Choose them, who can run the government ', who can provide employment to railway Apperntices!
#RailApprentice_Ko_Rojga…",Shubham41795193,83,5,13,0,modirozgardo
2698,Thu Mar 25 17:05:58 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",Hitler_02,123,84,4885,0,GNCTDBill
660,Sat Mar 20 08:33:29 +0000 2021,1,"RT @abhinaymaths: Our demands
◆ Waiting list in SSC Exams
◆ Rank list in SSC Exams
◆ Age reckoning Issue
◆ Exam in Time-bound Manner
◆ One…",Pinki27038245,1,0,2910,0,modirozgardo
962,Fri Mar 26 03:50:19 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",shilwardhan,231,1319,4882,0,GNCTDBill
511,Fri Mar 26 06:13:57 +0000 2021,1,"RT @ReallySwara: I didn’t vote for the LG Anil Baijal !!!! 
😠😠😠😠😠 #GNCTDBill",ranbirvinita,2241,275,4882,0,GNCTDBill
622,Sat Mar 20 09:43:27 +0000 2021,1,@PiyushGoyal #Railway Protection Force(#RPF) #Vacancy #OUT Kijiye Jo #2Saal Pahle #Announced Kiye The Pura… https://t.co/lAz8CECWcS,Surabhi45039289,107,187,0,0,modirozgardo
501,Thu Apr 01 17:25:11 +0000 2021,1,"RT @Bosslogic: Thank you all who supported the @GodzillaVsKong on @makersplaceco
You're all amazing!

Now it's time for me to finally get t…",yardmanjunes,285,221,180,0,godzillavskong  .
854,Sun Mar 21 12:10:25 +0000 2021,1,"Roses are red,
Violets are blue,
Fuck you,
Whore

#WorldPoetryDay https://t.co/hoJk1Vk7j8",gomo_why,536,229,0,0,WorldPoetryDay
2285,Thu Mar 25 18:02:53 +0000 2021,1,"@PMOIndia @AamAadmiParty @ArvindKejriwal Passing of the #GNCTDBill clearly shows the dictatorship mentality of the @BJP government in taking control of the government in Delhi. Since they couldnt win there, this is their way of wresting power and trying to topple the current rule",zubair_m_ahmed,24,23,0,0,GNCTDBill
1877,Wed Mar 31 07:39:30 +0000 2021,1,RT @Official_Heena: #instagramdown till then know God!.. https://t.co/m1zOnnYZGs,komal0202,112,129,103,103,instagramdown  .
1697,Thu Mar 25 20:37:42 +0000 2021,1,"RT @igot10on10: Blast from the past  😂
#GNCTDBill #ChaprasiKejriwal
#BlackDayForDemocracy https://t.co/yOub9x8hp4",Bhau60625419,426,560,916,0,GNCTDBill
